"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"1428","Mees",38,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Põhi","Madal",1012.87,"Mõningal määral",273.604,282.252,229.262
"1429","Mees",64,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",322.061,"Üldse mitte",270.315,283.624,275.631
"1430","Naine",16,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Väga suurel määral",336.448,298.212,315.131
"1431","Naine",36,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",552.33,"Mõningal määral",221.971,200.398,244.374
"1432","Naine",52,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Põhi","Madal",683.913,"Mõningal määral",216.057,259.048,223.585
"1433","Naine",29,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",766.81,"Väga suurel määral",286.933,273.659,279.627
"1434","Naine",45,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",221.819,224.757,203.638
"1435","Mees",61,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",297.773,263.215,NA
"1436","Mees",46,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",363.239,371.387,353.505
"1437","Mees",58,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Põhi","Madal",825.47,"Väga vähe",246.109,238.793,NA
"1438","Mees",49,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Põhi","Madal",618.121,"Mõningal määral",256.675,217.731,NA
"1439","Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Suurel määral",227.59,225.009,NA
"1440","Naine",33,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",980,"Suurel määral",331.967,332.194,305.905
"1441","Naine",64,"50+","Jah","Põhi",NA,"Jah","Mitteaktiivne","Halb","Põhi","Madal",NA,"Üldse mitte",228.264,175.428,NA
"1442","Mees",41,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1093.13,"Mõningal määral",327.553,371.904,288.435
"1443","Mees",47,"25-49","Ei","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",850,"Väga vähe",306.771,278.119,NA
"1444","Mees",16,"16-24","Ei","Kesk","Põhi","Ei","Mitteaktiivne","Suurepärane","Põhi","Madal",NA,"Suurel määral",266.283,288.305,280.936
"1445","Mees",52,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",910,"Mõningal määral",243.917,252.335,242.306
"1446","Naine",43,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",315.482,"Suurel määral",268.718,286.014,NA
"1447","Naine",60,"50+","Jah","Põhi",NA,NA,"Töötu","Suurepärane","Rakenduskõrg","Kõrge",NA,"Suurel määral",220.999,260.13,NA
"1448","Mees",52,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",201.936,157.016,NA
"1449","Mees",20,"16-24","Ei","Kõrg","Kõrg",NA,"Hõivatud","Väga hea","Kesk","Keskmine",NA,"Suurel määral",293.485,316.274,316.558
"1450","Naine",59,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Kesk-järgne kutse","Keskmine",585.226,"Väga suurel määral",191.185,205.35,NA
"1451","Naine",50,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",1000,"Mõningal määral",271.816,270.838,NA
"1452","Naine",16,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",259.808,218.135,275.003
"1453","Naine",22,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",650,"Suurel määral",281.041,269.291,247.566
"1454","Naine",52,"50+","Ei","Põhi",NA,NA,"Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",141.885,100.742,NA
"1455","Naine",61,"50+","Ei","Kõrg","Põhi",NA,"Mitteaktiivne","Suurepärane","Rakenduskõrg","Kõrge",NA,"Üldse mitte",321.674,299.239,NA
"1456","Mees",46,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",552.33,"Väga vähe",316.091,290.694,NA
"1457","Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Töötu","Suurepärane","Kesk","Keskmine",NA,"Mõningal määral",327.085,331.574,321.753
"1458","Naine",52,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",300.094,303.746,NA
"1459","Naine",56,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Väga vähe",286.543,254.186,NA
"1460","Naine",33,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",1539.2,"Väga suurel määral",240.843,229.69,264.055
"1461","Naine",35,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",632.596,"Suurel määral",298.953,315.771,281.726
"1462","Mees",60,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",275.062,247.201,NA
"1463","Naine",45,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",254.248,251.806,239.928
"1464","Mees",56,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",315.482,"Mõningal määral",287.396,297.252,NA
"1465","Naine",23,"16-24","Jah","Põhi",NA,"Jah","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",294.405,262.96,313.837
"1466","Naine",38,"25-49","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",312.844,347.577,296.525
"1467","Mees",42,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",749.704,"Suurel määral",262.297,296.877,283.454
"1468","Mees",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",822.074,"Mõningal määral",307.654,323.087,279.947
"1469","Naine",44,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",394.431,"Suurel määral",269.126,271.106,278.715
"1470","Naine",55,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",618.121,"Suurel määral",212.28,241.064,197.599
"1471","Naine",30,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1078.66,"Väga suurel määral",326.94,295.379,301.672
"1472","Naine",19,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",266.151,261.7,267.102
"1473","Naine",24,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",331.372,306.869,303.744
"1474","Mees",20,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",302.722,283.63,273.56
"1475","Naine",65,"50+","Jah","Põhi",NA,"Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",242.964,272.575,181.715
"1476","Mees",37,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",361.114,348.412,354.46
"1477","Mees",21,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",348.308,344.767,359.945
"1478","Naine",28,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",468,"Suurel määral",323.276,300.295,313.791
"1479","Mees",25,"25-49","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",311.95,349.321,391.174
"1480","Naine",58,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",690,"Mõningal määral",232.002,228.577,206.849
"1481","Mees",25,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1144.45,"Väga suurel määral",369.512,340.471,356.92
"1482","Mees",31,"25-49","Jah","Põhi",NA,NA,"Hõivatud","Rahuldav","Kesk","Keskmine",802.337,"Mõningal määral",256.183,270.586,252.177
"1483","Mees",33,"25-49","Ei","Kesk","Kõrg","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",307.842,267.122,268.782
"1484","Naine",39,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",618.121,"Suurel määral",292.085,303.849,307.096
"1485","Naine",57,"50+","Jah","Põhi","Kõrg","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",302.324,"Mõningal määral",261.46,249.299,NA
"1486","Mees",45,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",950,"Suurel määral",268.69,290.792,270.909
"1487","Mees",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",272.225,267.17,NA
"1488","Naine",22,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",486.539,"Väga suurel määral",327.565,335.566,301.466
"1489","Naine",37,"25-49","Ei","Kesk","Põhi","Jah","Hõivatud","Halb","Põhi","Madal",881.286,"Suurel määral",273.565,277.666,290.639
"1490","Mees",57,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",255.413,241.894,NA
"1491","Mees",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",NA,"Väga suurel määral",206.216,219.206,NA
"1492","Mees",60,"50+","Jah","Põhi","Põhi","Jah","Töötu","Hea","Põhi","Madal",NA,"Üldse mitte",243.7,224.494,NA
"1493","Naine",41,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",302.324,"Mõningal määral",301.351,282.69,NA
"1494","Mees",29,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Kesk-järgne kutse","Keskmine",881.286,"Suurel määral",325.721,296.521,303.737
"1495","Naine",28,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",1156.29,"Suurel määral",321.168,343.29,309.689
"1496","Naine",39,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",420.748,"Suurel määral",220.28,226.028,208.813
"1497","Mees",42,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",830,"Väga vähe",293.215,277.139,274.218
"1498","Mees",57,"50+","Jah","Kesk",NA,"Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",174.306,193.42,NA
"1499","Mees",23,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",486.539,"Väga suurel määral",293.327,273.387,294.772
"1500","Naine",57,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",1000,"Suurel määral",201.612,201.454,238.428
"1501","Mees",50,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",239.148,251.364,NA
"1502","Naine",32,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Halb","Kesk","Keskmine",320,"Suurel määral",310.176,293.261,NA
"1503","Mees",19,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel määral",319.994,308.567,323.345
"1504","Mees",33,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",1144.45,"Suurel määral",260.549,289.72,279.596
"1505","Naine",61,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",441,"Väga vähe",335.885,340.574,285.722
"1506","Naine",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",866.667,"Suurel määral",247.599,234.874,269.744
"1507","Mees",37,"25-49","Jah","Kesk","Kõrg",NA,"Hõivatud","Rahuldav","Põhi","Madal",NA,"Mõningal määral",195.432,197.582,193.26
"1508","Naine",58,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",381.273,"Mõningal määral",226.814,232.238,NA
"1509","Naine",63,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",258.902,"Suurel määral",195.231,207.733,200.829
"1510","Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Suurepärane","Kesk-järgne kutse","Keskmine",346.667,"Mõningal määral",297.942,294.212,264.969
"1511","Naine",16,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",303.699,303.893,332.017
"1512","Mees",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",182.343,221.8,NA
"1513","Naine",36,"25-49","Jah","Põhi",NA,"Ei","Hõivatud","Rahuldav","Põhi","Madal",302.324,"Väga vähe",236.79,225.442,NA
"1514","Naine",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",259.93,268.374,NA
"1515","Mees",17,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",314.529,331.809,296.566
"1516","Naine",29,"25-49","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",239.047,246.637,268.416
"1517","Naine",54,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",303.166,306.955,254.631
"1518","Naine",39,"25-49","Jah","Kesk","Kesk",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",308.271,300.76,NA
"1519","Naine",61,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1465,"Mõningal määral",312.619,271.161,239.583
"1520","Naine",53,"50+","Jah","Kesk","Kõrg","Ei","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",2591.86,"Suurel määral",179.926,209.743,247.691
"1521","Naine",55,"50+","Jah","Kesk","Kõrg","Ei","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",236.625,274.06,259.9
"1522","Naine",54,"50+","Jah","Kõrg","Kõrg","Ei","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",292.227,264.873,NA
"1523","Naine",46,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",301.572,246.023,NA
"1524","Naine",56,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",1131.29,"Suurel määral",286.479,270.659,285.769
"1525","Naine",53,"50+","Jah","Kesk","Kõrg","Jah","Töötu","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",174.518,167.8,167.148
"1526","Mees",27,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",947.078,"Suurel määral",287.756,257.067,274.783
"1527","Mees",21,"16-24","Ei","Kõrg","Kõrg","Ei","Töötu","Väga hea","Põhi","Madal",NA,"Väga suurel määral",341.344,308.007,330.17
"1528","Mees",42,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",298.27,286.392,280.92
"1529","Naine",17,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Väga suurel määral",277.211,271.711,282.23
"1530","Mees",35,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1539.2,"Suurel määral",275.552,319.674,287.43
"1531","Mees",24,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Suurepärane","Kesk","Keskmine",1000,"Väga suurel määral",313.281,262.256,312.402
"1532","Mees",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Üldse mitte",214.548,195.698,NA
"1533","Mees",55,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga vähe",163.462,216.023,NA
"1534","Mees",49,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",270.968,309.086,280.147
"1535","Naine",63,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Mõningal määral",255.706,242.315,226.763
"1536","Naine",55,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1308.41,"Mõningal määral",305.976,265.1,NA
"1537","Mees",42,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",280.75,267.056,243.855
"1538","Naine",35,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",1012.87,"Suurel määral",346.856,356.333,349.763
"1539","Naine",38,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",317.212,281.542,NA
"1540","Naine",54,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",354.957,"Mõningal määral",233.174,216.207,NA
"1541","Naine",56,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Halb","Kesk","Keskmine",486.539,"Mõningal määral",219.226,223.321,NA
"1542","Naine",50,"50+","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",273.014,224.917,219.57
"1543","Mees",35,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",2801.26,"Suurel määral",267.02,299.309,267.112
"1544","Naine",49,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",1276.03,"Suurel määral",316.481,326.889,310.382
"1545","Naine",42,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",801.021,"Väga suurel määral",351.685,325.039,291.995
"1546","Mees",23,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",453.644,"Mõningal määral",243.416,195.942,NA
"1547","Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",284.729,276.469,267.351
"1548","Naine",16,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",251.234,222.995,278.977
"1549","Naine",42,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",205.87,224.636,191.159
"1550","Naine",16,"16-24","Ei","Kõrg","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Väga suurel määral",193.537,188.662,212.585
"1551","Mees",32,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",749.704,"Suurel määral",343.323,357.017,383.525
"1552","Mees",65,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",298.245,296.255,NA
"1553","Naine",48,"25-49","Jah","Põhi","Kõrg","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",318.803,306.478,311.485
"1554","Naine",34,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",450,"Suurel määral",308.427,322.907,304.046
"1555","Mees",28,"25-49","Ei","Põhi","Põhi","Ei","Hõivatud","Väga hea","Kesk","Keskmine",749.704,"Mõningal määral",290.647,294.173,287.43
"1556","Naine",63,"50+","Ei","Põhi","Põhi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",123.729,137.821,NA
"1557","Naine",48,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",260.734,255.994,NA
"1558","Mees",63,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",650,"Mõningal määral",300.534,274.55,NA
"1559","Naine",42,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",749.704,"Väga suurel määral",193.9,158.071,179.793
"1560","Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",184.772,147.333,NA
"1561","Mees",25,"25-49","Jah","Kesk",NA,"Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",229.629,260.114,250.964
"1562","Mees",42,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",202.934,242.981,NA
"1563","Mees",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",881.286,"Mõningal määral",233.334,223.802,207.405
"1564","Mees",51,"50+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","Naine",57,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1078.66,"Mõningal määral",303.823,302.895,247.145
"1566","Naine",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",325,"Mõningal määral",180.808,214.673,219.287
"1567","Naine",40,"25-49","Jah","Kesk","Põhi","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",289.92,285.209,259.674
"1568","Naine",24,"16-24","Jah",NA,NA,"Jah","Hõivatud","Väga hea","Põhi","Madal",473.381,"Väga suurel määral",265.759,238.208,NA
"1569","Naine",34,"25-49","Ei","Põhi","Kesk",NA,"Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1078.66,"Väga suurel määral",281.898,291.809,276.767
"1570","Naine",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",326.009,"Suurel määral",209.488,207.622,187.642
"1571","Mees",37,"25-49","Ei","Kõrg","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1933.95,"Väga suurel määral",355.418,349.294,336.409
"1572","Mees",33,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",344.379,380.768,338.318
"1573","Naine",60,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",920.761,"Suurel määral",296.751,270.897,NA
"1574","Mees",38,"25-49",NA,"Põhi","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",815.495,"Suurel määral",257.784,259.454,261.26
"1575","Mees",49,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",1900,"Mõningal määral",169.497,209.804,211.514
"1576","Naine",53,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",644.475,"Väga suurel määral",267.233,283.453,NA
"1577","Mees",33,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",2000,"Mõningal määral",290.896,311.083,303.015
"1578","Naine",49,"25-49","Ei","Põhi","Põhi","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",310.418,298.067,271.32
"1579","Mees",48,"25-49","Ei","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Mõningal määral",287.519,275.861,NA
"1580","Mees",39,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",326.212,324.913,269.064
"1581","Naine",59,"50+","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Üldse mitte",121.199,83.7288,NA
"1582","Naine",49,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",NA,"Suurel määral",190.649,219.302,NA
"1583","Naine",48,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",354.957,"Mõningal määral",233.376,225.012,NA
"1584","Mees",28,"25-49","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",NA,"Väga vähe",245.748,194.929,NA
"1585","Naine",52,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Väga vähe",281.365,263.452,NA
"1586","Naine",46,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Halb","Kesk","Keskmine",394.431,"Mõningal määral",269.362,265.485,273.964
"1587","Naine",41,"25-49","Jah","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",325.045,346.965,317.964
"1588","Naine",44,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",2065.53,"Väga suurel määral",246.497,263.471,250.595
"1589","Naine",20,"16-24","Ei","Kesk","Kõrg","Jah","Töötu","Väga hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",307.065,301.752,287.324
"1590","Mees",37,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Kesk","Keskmine",802.337,"Suurel määral",307.487,291.627,265.311
"1591","Naine",50,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",280,"Suurel määral",235.098,268.637,NA
"1592","Naine",55,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",315,"Mõningal määral",273.724,251.284,NA
"1593","Mees",62,"50+","Jah","Põhi","Põhi","Jah","Töötu","Rahuldav","Põhi","Madal",NA,"Mõningal määral",274.191,285.594,253.747
"1594","Mees",56,"50+","Jah","Põhi",NA,"Jah","Hõivatud","Hea","Kesk","Keskmine",631.28,"Suurel määral",275.365,298.21,276.492
