"","sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"584","Mees",46,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",2241.008,"Suurel maaral",196.1219,200.0483,NA
"585","Naine",22,"16-24","Ei","Kesk","Pohi","Jah","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",320.7299,350.8227,330.3253
"586","Naine",31,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",907.6028,"Suurel maaral",267.7412,261.4531,276.4828
"587","Naine",44,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",881.2864,"Suurel maaral",344.6119,355.4857,NA
"588","Mees",35,"25-49","Ei","Kesk","Korg","Ei","Hoivatud","Hea","Kesk","Keskmine",963.0488,"Moningal maaral",277.1684,306.7796,251.3248
"589","Mees",39,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",328.9456,331.6466,288.034
"590","Naine",26,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",749.7039,"Moningal maaral",289.7236,250.4638,241.0785
"591","Mees",64,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",3500,"Suurel maaral",292.2174,338.1266,285.3695
"592","Naine",36,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",585.226,"Moningal maaral",266.0822,189.4449,NA
"593","Mees",20,"16-24","Ei","Korg","Kesk","Ei","Tootu","Suureparane","Kesk","Keskmine",NA,"Moningal maaral",283.4825,283.3409,260.0074
"594","Mees",61,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",265.1186,257.4079,NA
"595","Mees",39,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1933.946,"Suurel maaral",316.5177,308.9183,306.8755
"596","Naine",60,"50+","Jah","Korg","Kesk",NA,"Hoivatud","Suureparane","Kesk","Keskmine",NA,"Moningal maaral",333.856,306.5062,301.1677
"597","Mees",22,"16-24","Ei","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",416,"Suurel maaral",289.4985,317.6758,NA
"598","Naine",24,"16-24","Ei","Korg","Korg","Ei","Tootu","Vaga hea","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",266.821,213.0529,252.7324
"599","Naine",62,"50+","Jah","Pohi",NA,"Jah","Mitteaktiivne","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",289.8917,250.7706,NA
"600","Naine",48,"25-49","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",185.5354,145.7952,NA
"601","Naine",30,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk-jargne kutse","Keskmine",NA,"Vaga suurel maaral",310.4835,279.0667,277.831
"602","Naine",47,"25-49","Jah","Pohi",NA,"Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",198.7178,195.1881,NA
"603","Naine",54,"50+","Jah","Pohi","Pohi","Ei","Hoivatud","Hea","Rakenduskorg","Korge",618.1215,"Vaga vahe",213.858,215.088,241.3494
"604","Naine",20,"16-24","Ei","Korg","Pohi","Ei","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Suurel maaral",288.7677,324.3162,321.7854
"605","Mees",54,"50+","Ei","Pohi","Pohi",NA,"Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",249.5187,332.4786,222.4151
"606","Mees",42,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",321.7952,370.3695,318.3669
"607","Mees",48,"25-49","Jah","Pohi",NA,"Jah","Mitteaktiivne","Halb","Pohi","Madal",NA,"Vaga vahe",125.6079,129.7678,NA
"608","Mees",63,"50+","Jah",NA,NA,NA,"Hoivatud","Halb","Pohi","Madal",NA,"Suurel maaral",201.9163,223.766,NA
"609","Naine",53,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Moningal maaral",267.2087,260.1202,NA
"610","Naine",31,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Pohi","Madal",644.4749,"Moningal maaral",253.8208,255.9188,262.071
"611","Naine",39,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Rakenduskorg","Korge",645,"Suurel maaral",240.2382,252.1797,255.6183
"612","Naine",23,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",286.097,320.3413,327.8661
"613","Naine",45,"25-49","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",394.4314,"Moningal maaral",269.991,237.8741,273.5417
"614","Mees",41,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Moningal maaral",382.3577,369.4797,379.4489
"615","Naine",48,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Suurel maaral",269.7711,234.1706,NA
"616","Mees",49,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",618.1215,"Suurel maaral",92.70321,106.5836,NA
"617","Naine",35,"25-49","Ei","Kesk","Korg","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",980,"Suurel maaral",267.0479,242.8357,293.1838
"618","Naine",51,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Pohi","Madal",451.0119,"Moningal maaral",221.3685,177.4098,NA
"619","Mees",50,"50+","Jah","Kesk","Korg","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",1100.627,"Moningal maaral",294.6823,276.3967,NA
"620","Naine",32,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Pohi","Madal",599.7,"Vaga suurel maaral",258.1533,231.5484,293.9754
"621","Naine",25,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",281.8122,283.4572,318.4001
"622","Mees",36,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",2591.858,"Suurel maaral",201.3024,247.8683,208.835
"623","Mees",43,"25-49","Jah","Korg","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Suurel maaral",265.5463,277.8258,250.9798
"624","Mees",50,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",618.1215,"Suurel maaral",259.7619,258.0485,NA
"625","Naine",42,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",1000,"Moningal maaral",272.2687,293.4512,263.5747
"626","Mees",42,"25-49","Ei","Korg","Korg",NA,"Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Moningal maaral",331.9715,380.5378,269.988
"627","Mees",28,"25-49","Ei","Pohi","Pohi",NA,"Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",263.4466,273.6862,235.6477
"628","Naine",24,"16-24","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",292.6732,265.9227,276.3766
"629","Naine",57,"50+","Jah","Korg","Pohi","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",710.2292,"Moningal maaral",325.8025,320.1724,NA
"630","Naine",62,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Vaga suurel maaral",267.0216,279.9272,NA
"631","Mees",35,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",353.1908,378.0694,349.1122
"632","Naine",56,"50+","Jah","Pohi","Korg",NA,"Hoivatud","Rahuldav","Rakenduskorg","Korge",398.6667,"Vaga vahe",303.2813,275.5497,NA
"633","Naine",38,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Vaga suurel maaral",296.156,292.4188,NA
"634","Naine",46,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",109.1476,"Moningal maaral",233.6341,272.7218,235.4538
"635","Mees",21,"16-24","Ei","Kesk","Korg","Ei","Hoivatud","Vaga hea","Pohi","Madal",1170,"Suurel maaral",276.7172,287.5473,314.854
"636","Naine",28,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",512.8556,"Moningal maaral",236.7522,237.6681,231.53
"637","Naine",30,"25-49","Jah","Korg","Korg","Jah","Mitteaktiivne","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",330.0017,312.3112,313.2275
"638","Mees",48,"25-49","Jah","Kesk","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1933.946,"Suurel maaral",340.7241,328.3794,320.2061
"639","Mees",43,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",224.0261,226.738,194.5068
"640","Naine",48,"25-49","Jah","Pohi","Korg","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",581.2784,"Suurel maaral",311.2816,276.9141,258.598
"641","Mees",27,"25-49","Ei","Korg","Korg","Ei","Hoivatud","Vaga hea","Rakenduskorg","Korge",881.2864,"Moningal maaral",325.4278,349.0398,324.6559
"642","Naine",57,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",282.5864,"Moningal maaral",248.872,252.0985,NA
"643","Naine",51,"50+","Jah","Korg","Pohi","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",315.482,"Moningal maaral",231.3473,176.0045,196.1377
"644","Mees",36,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Suureparane","Kesk","Keskmine",1407.616,"Suurel maaral",333.9571,316.1005,328.4068
"645","Naine",24,"16-24","Ei","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",314.3017,313.0374,328.7604
"646","Mees",50,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Pohi","Madal",NA,"Moningal maaral",293.5112,281.2255,242.1645
"647","Mees",52,"50+","Jah","Korg","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",2197.11,"Moningal maaral",215.9522,235.0832,177.4363
"648","Mees",24,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Hea","Kesk","Keskmine",515,"Suurel maaral",287.2629,266.9576,296.4025
"649","Naine",52,"50+","Ei","Kesk","Korg","Jah","Mitteaktiivne","Rahuldav","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",270.8388,270.6365,NA
"650","Naine",50,"50+","Jah","Kesk",NA,"Jah","Hoivatud","Hea","Rakenduskorg","Korge",644.4749,"Suurel maaral",282.1354,273.7548,275.3732
"651","Mees",34,"25-49","Jah","Kesk","Pohi","Jah","Tootu","Hea","Pohi","Madal",NA,"Suurel maaral",256.3525,232.1616,NA
"652","Mees",19,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",313.8998,285.3363,314.0526
"653","Naine",58,"50+","Jah","Kesk","Korg","Ei","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",531.2772,"Moningal maaral",283.4978,307.8087,286.9896
"654","Mees",30,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",1494.791,"Suurel maaral",301.8448,352.9999,326.3403
"655","Naine",40,"25-49","Ei","Kesk","Korg","Ei","Hoivatud","Rahuldav","Akadeemiline korg","Korge",455,"Suurel maaral",290.5491,299.0484,273.6076
"656","Naine",64,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Hea","Akadeemiline korg","Korge",NA,"Moningal maaral",270.076,302.9413,225.1709
"657","Mees",16,"16-24","Ei","Korg","Korg","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Suurel maaral",312.5161,289.7256,345.1794
"658","Mees",48,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",2037,"Suurel maaral",358.7814,337.7706,340.6568
"659","Mees",42,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",1045.764,"Moningal maaral",255.065,273.0437,244.5798
"660","Naine",46,"25-49","Jah","Kesk","Kesk","Ei","Tootu","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",260.0684,224.7695,240.1745
"661","Naine",53,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",420.7479,"Moningal maaral",246.8983,267.4622,NA
"662","Mees",35,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",2591.858,"Vaga suurel maaral",304.0646,314.1301,311.4742
"663","Mees",64,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",416.3987,"Moningal maaral",250.5961,242.7348,NA
"664","Mees",63,"50+","Jah","Pohi","Kesk","Jah","Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",321.8537,320.9762,250.3245
"665","Naine",49,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Halb","Kesk-jargne kutse","Keskmine",710,"Moningal maaral",328.7572,331.2491,311.6191
"666","Naine",23,"16-24","Jah","Kesk","Pohi","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Suurel maaral",328.5615,309.0919,343.4649
"667","Naine",22,"16-24","Ei","Korg","Kesk","Ei","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Suurel maaral",281.1415,290.7407,277.6128
"668","Mees",58,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",184.1402,185.5895,NA
"669","Mees",60,"50+","Jah","Pohi",NA,"Jah","Hoivatud","Rahuldav","Pohi","Madal",512.8556,"Suurel maaral",212.6525,174.788,NA
"670","Mees",60,"50+","Ei","Pohi","Kesk","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",278.7586,260.3286,NA
"671","Mees",63,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Moningal maaral",261.928,296.9463,NA
"672","Mees",18,"16-24","Ei","Korg","Korg","Ei","Mitteaktiivne","Vaga hea","Pohi","Madal",NA,"Moningal maaral",260.1115,280.0304,300.3692
"673","Mees",20,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Vaga suurel maaral",316.1854,344.9976,321.7159
"674","Naine",32,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",NA,"Moningal maaral",304.9793,279.3442,273.5059
"675","Mees",31,"25-49","Ei","Kesk","Pohi","Jah","Mitteaktiivne","Halb","Pohi","Madal",NA,"Suurel maaral",320.1617,295.7357,271.1045
"676","Naine",20,"16-24","Ei","Korg","Korg","Ei","Mitteaktiivne","Vaga hea","Kesk","Keskmine",NA,"Vaga suurel maaral",359.9104,359.5675,338.8942
"677","Naine",41,"25-49","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",254.8104,241.2961,NA
"678","Naine",56,"50+","Jah","Pohi",NA,"Jah","Mitteaktiivne","Halb","Pohi","Madal",NA,"Moningal maaral",144.8651,142.4655,NA
"679","Mees",45,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",815.4951,"Moningal maaral",322.9697,309.2411,NA
"680","Mees",25,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Vaga vahe",345.8573,309.8662,328.6461
"681","Mees",45,"25-49","Jah","Kesk",NA,"Jah","Hoivatud","Halb","Pohi","Madal",NA,"Suurel maaral",304.2043,302.3524,NA
"682","Mees",37,"25-49","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Vaga vahe",280.168,240.0547,262.4799
"683","Mees",18,"16-24","Ei","Pohi","Kesk","Ei","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Moningal maaral",296.2793,294.6943,262.7553
"684","Mees",45,"25-49","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Moningal maaral",269.5019,281.2601,NA
"685","Mees",61,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",1012.869,"Vaga vahe",323.1986,299.0322,NA
"686","Naine",26,"25-49","Ei","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",618.1215,"Vaga suurel maaral",233.2046,260.1568,277.9148
"687","Naine",24,"16-24","Ei","Kesk","Kesk",NA,"Hoivatud","Hea","Rakenduskorg","Korge",402,"Suurel maaral",264.1804,279.4431,270.2654
"688","Naine",48,"25-49","Jah","Pohi","Pohi","Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",290.7682,284.2253,252.5037
"689","Naine",39,"25-49","Jah","Kesk","Pohi","Ei","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",284.9856,270.6299,268.5301
"690","Naine",63,"50+","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Vaga suurel maaral",216.9412,196.0591,NA
"691","Naine",46,"25-49","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Akadeemiline korg","Korge",NA,"Vaga suurel maaral",340.3569,311.8296,NA
"692","Mees",53,"50+","Jah","Kesk","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Moningal maaral",312.1232,297.3502,276.682
"693","Naine",45,"25-49","Jah","Korg","Kesk","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",697.071,"Vaga suurel maaral",263.8936,272.3327,259.5067
"694","Mees",31,"25-49","Ei","Korg","Korg",NA,"Hoivatud","Hea","Akadeemiline korg","Korge",1276.034,"Suurel maaral",300.0819,329.4592,275.6512
"695","Naine",53,"50+","Jah","Kesk","Kesk",NA,"Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",228.5197,240.4987,222.8653
"696","Naine",58,"50+","Jah","Pohi","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1200,"Moningal maaral",286.443,273.3697,266.2763
"697","Naine",64,"50+","Jah","Pohi","Pohi","Jah","Mitteaktiivne","Rahuldav","Rakenduskorg","Korge",NA,"Moningal maaral",267.3322,242.6146,NA
"698","Naine",65,"50+","Jah","Kesk","Pohi","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",346.6667,"Suurel maaral",220.9133,259.5633,212.927
"699","Naine",45,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Rakenduskorg","Korge",892.4279,"Suurel maaral",268.3388,251.9912,NA
"700","Mees",63,"50+","Jah",NA,"Pohi","Jah","Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Suurel maaral",304.4765,310.2182,NA
"701","Mees",23,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Vaga hea","Akadeemiline korg","Korge",933.9193,"Vaga suurel maaral",294.3585,351.2654,303.2897
"702","Naine",20,"16-24","Ei","Korg","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",NA,"Vaga suurel maaral",336.2933,320.13,344.7305
"703","Mees",46,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",749.7039,"Vaga suurel maaral",282.7198,292.4451,268.01
"704","Mees",54,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",520,"Moningal maaral",326.1118,268.4883,NA
"705","Naine",45,"25-49","Jah","Pohi","Pohi","Ei","Hoivatud","Rahuldav","Kesk","Keskmine",1265.333,"Moningal maaral",256.5904,271.6452,NA
"706","Mees",62,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",270.4161,308.7032,NA
"707","Mees",56,"50+","Ei","Pohi","Pohi",NA,"Mitteaktiivne","Halb","Pohi","Madal",NA,"Vaga vahe",179.1899,156.5215,NA
"708","Mees",64,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Rahuldav","Pohi","Madal",NA,"Uldse mitte",195.7023,195.7939,NA
"709","Mees",46,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",NA,"Moningal maaral",290.9936,270.4128,279.8498
"710","Mees",27,"25-49","Jah","Korg","Kesk","Jah","Tootu","Hea","Kesk","Keskmine",NA,"Vaga vahe",262.3861,277.1865,269.7058
"711","Naine",55,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Rahuldav","Kesk","Keskmine",486.5391,"Moningal maaral",247.8551,231.5404,NA
"712","Naine",32,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",NA,"Suurel maaral",307.7467,289.3698,266.0366
"713","Mees",30,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Kesk","Keskmine",1558.936,"Moningal maaral",339.6987,346.778,374.1863
"714","Naine",39,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1276.034,"Suurel maaral",378.7333,350.0627,355.5909
"715","Mees",31,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Vaga hea","Akadeemiline korg","Korge",2887.918,"Moningal maaral",322.6682,340.8561,362.2513
"716","Naine",35,"25-49","Ei","Korg","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",486.5391,"Suurel maaral",306.6341,321.4479,308.6574
"717","Naine",63,"50+","Jah","Pohi","Kesk","Ei","Mitteaktiivne","Hea","Rakenduskorg","Korge",NA,"Moningal maaral",290.587,295.5454,NA
"718","Naine",32,"25-49","Jah","Korg","Korg","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",563.3333,"Vaga suurel maaral",318.8612,308.009,314.4948
"719","Mees",22,"16-24","Ei","Kesk","Kesk","Ei","Hoivatud","Hea","Kesk","Keskmine",574.6993,"Moningal maaral",289.7054,286.448,264.5597
"720","Naine",26,"25-49","Ei","Korg","Pohi",NA,"Tootu","Vaga hea","Kesk","Keskmine",NA,"Moningal maaral",291.9863,254.6956,291.4158
"721","Mees",41,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Pohi","Madal",910,"Suurel maaral",254.8161,259.9374,246.5876
"722","Mees",50,"50+","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Kesk","Keskmine",NA,"Moningal maaral",282.8339,271.7371,248.8678
"723","Naine",20,"16-24","Ei","Korg","Korg","Ei","Hoivatud","Vaga hea","Kesk","Keskmine",300,"Vaga suurel maaral",250.6456,288.0753,289.4076
"724","Naine",39,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",520,"Moningal maaral",273.7193,287.7871,257.1102
"725","Mees",55,"50+","Jah","Korg","Korg","Jah","Hoivatud","Suureparane","Kesk","Keskmine",NA,"Vaga suurel maaral",235.0542,270.4875,NA
"726","Mees",18,"16-24","Ei","Korg","Korg","Ei","Mitteaktiivne","Suureparane","Pohi","Madal",NA,"Vaga suurel maaral",231.7813,259.0381,283.1962
"727","Naine",56,"50+","Ei","Kesk","Pohi","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Moningal maaral",326.5065,323.4835,288.1181
"728","Mees",30,"25-49","Ei","Kesk","Korg","Jah","Hoivatud","Vaga hea","Rakenduskorg","Korge",1100.627,"Vaga suurel maaral",300.9455,336.5385,331.5192
"729","Mees",28,"25-49","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Halb","Pohi","Madal",NA,"Suurel maaral",233.2456,236.7697,226.9694
"730","Naine",19,"16-24","Ei","Korg","Korg","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",354.9567,"Suurel maaral",247.5087,211.8404,264.1204
"731","Mees",51,"50+","Jah","Korg","Pohi","Jah","Hoivatud","Rahuldav","Kesk-jargne kutse","Keskmine",NA,"Moningal maaral",279.2126,330.0986,257.8004
"732","Naine",38,"25-49","Jah","Pohi","Kesk","Jah","Tootu","Rahuldav","Pohi","Madal",NA,"Moningal maaral",265.8356,263.1576,NA
"733","Mees",24,"16-24","Ei","Korg","Kesk","Ei","Hoivatud","Hea","Kesk-jargne kutse","Keskmine",1210.242,"Suurel maaral",297.8302,248.6073,292.8664
"734","Naine",49,"25-49","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel maaral",316.1029,285.61,NA
"735","Naine",34,"25-49","Jah","Pohi","Pohi","Jah","Hoivatud","Hea","Rakenduskorg","Korge",460.2226,"Vaga suurel maaral",300.5804,267.0373,290.7424
"736","Naine",29,"25-49","Jah","Kesk","Kesk","Jah","Mitteaktiivne","Vaga hea","Rakenduskorg","Korge",NA,"Suurel maaral",312.8051,286.8412,303.336
"737","Mees",27,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",1539.198,"Suurel maaral",309.7321,294.5232,270.2715
"738","Mees",32,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Rakenduskorg","Korge",552.3303,"Vaga suurel maaral",227.7605,221.1125,230.6161
"739","Naine",32,"25-49","Jah","Pohi","Kesk","Jah","Hoivatud","Suureparane","Pohi","Madal",NA,"Suurel maaral",220.198,192.1805,186.6205
"740","Naine",62,"50+","Jah","Pohi","Pohi",NA,"Mitteaktiivne","Hea","Kesk","Keskmine",NA,"Vaga vahe",262.7681,268.8566,NA
"741","Naine",27,"25-49","Jah","Korg","Korg","Jah","Hoivatud","Hea","Akadeemiline korg","Korge",NA,"Suurel maaral",315.3786,320.3359,326.6799
"742","Mees",39,"25-49","Jah","Kesk","Kesk","Ei","Hoivatud","Hea","Akadeemiline korg","Korge",2197.11,"Vaga vahe",369.3141,399.8481,341.9337
"743","Naine",42,"25-49","Jah","Kesk","Kesk","Jah","Hoivatud","Hea","Kesk","Keskmine",166.5595,"Suurel maaral",249.6303,244.7923,281.17
"744","Mees",23,"16-24","Jah","Korg","Korg","Jah","Hoivatud","Hea","Pohi","Madal",NA,"Vaga suurel maaral",222.5972,272.0632,264.4062
"745","Naine",30,"25-49","Jah","Kesk","Korg","Ei","Hoivatud","Vaga hea","Rakenduskorg","Korge",881.2864,"Suurel maaral",281.4305,320.6732,253.6933
"746","Naine",27,"25-49","Ei","Kesk","Kesk","Jah","Hoivatud","Vaga hea","Kesk","Keskmine",644.4749,"Vaga vahe",263.0246,246.425,259.1183
"747","Mees",55,"50+","Jah","Kesk","Pohi","Jah","Tootu","Rahuldav","Kesk","Keskmine",NA,"Moningal maaral",203.541,205.1931,NA
"748","Naine",54,"50+","Jah","Kesk","Kesk","Jah","Hoivatud","Rahuldav","Rakenduskorg","Korge",512.8556,"Moningal maaral",328.5518,307.8767,301.3187
"749","Naine",33,"25-49","Ei","Korg","Korg",NA,"Hoivatud","Hea","Kesk","Keskmine",212.8477,"Suurel maaral",262.5457,266.0527,279.1016
